metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,where_from,how_counted,reference_doc,status_note,source_row_ref
Number of post-show survey responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction
Number of post-show survey responses,b2c_moscow,general,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q2
Number of post-show survey responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction
Number of post-show survey responses,b2c_spb,general,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q2
Number of proposals sent,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of qualified leads,b2b,general,general,general,week,primary,amocrm,amoCRM API,amoCRM v4 events; distinct leads that entered the target pipeline stage during the week,/Users/Peter/Documents/Morpheus Metrics/docs/external_apis/amocrm.md,,amocrm_weekly_flow_2026_05_10
Number of question 3 responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q3
Number of question 3 responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q3
Number of question 4 responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q4
Number of question 4 responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q4
Number of resolved negative reviews,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_105
Number of resolved negative reviews,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_62
Number of reviewed OGs,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_96
Number of reviewed shows,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_139
Number of reviewed shows,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_94
Number of show rating responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
Number of show rating responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,erp_survey_satisfaction_q1
Number of show removals,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_143
Number of show visitors,b2b,general,general,general,month,primary,airtable,Airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Number of show visitors,b2b,general,general,general,month,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Number of show visitors,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
Number of show visitors,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
Number of shows,b2b,general,general,general,month,primary,airtable,Airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Number of shows,b2b,general,general,general,month,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Number of shows,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
Number of shows,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,refined_2026_05_01
Number of shows cancelled,b2c_moscow,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,ERP API,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,37
Number of shows cancelled,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,38
Number of shows cancelled,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,38
Number of shows cancelled,b2c_spb,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,ERP API,"POST /shows/get; aggregate by event_title/general using guests, cancelled and show_start",/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,39
Number of shows cancelled,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,40
Number of shows cancelled,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,40
Number of source-attribution responses,b2c_moscow,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,72
Number of source-attribution responses,b2c_moscow,general,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,73
Number of source-attribution responses,b2c_spb,b2c_show_names,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,74
Number of source-attribution responses,b2c_spb,general,general,general,week,primary,erp,ERP API,POST /survey/satisfaction; aggregate answers[1]/[2]/[3]/[4] by seance_name and/or category,/Users/Peter/Documents/Morpheus Metrics/docs/erp_survey_satisfaction_logic.md,,75
Number of tickets,b2c_moscow,b2c_show_names,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Number of tickets,b2c_moscow,b2c_show_names,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_moscow,b2c_show_names,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_moscow,general,b2c_partner_names,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Number of tickets,b2c_moscow,general,b2c_partner_names,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_moscow,general,b2c_partner_names,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_moscow,general,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Number of tickets,b2c_moscow,general,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_moscow,general,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_moscow,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_moscow,general,general,marketing_channel_names,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_spb,b2c_show_names,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Number of tickets,b2c_spb,b2c_show_names,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_spb,b2c_show_names,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_spb,general,b2c_partner_names,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Number of tickets,b2c_spb,general,b2c_partner_names,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_spb,general,b2c_partner_names,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_spb,general,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Number of tickets,b2c_spb,general,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of tickets,b2c_spb,general,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_spb,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Number of tickets,b2c_spb,general,general,marketing_channel_names,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Number of warnings,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_141
Operating expenses,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,15
Operating profit,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,56
Other expenses,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,61
Other income,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,58
Other income - Deposit interest,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,60
Other income - Purchase returns,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,59
Quality - External,b2b,b2b_show_names,b2b_partner_names,marketing_channel_names,,pending,not_available_yet,Pending source,Source not implemented yet,,Source planned but not implemented yet.,64
Quality - External,b2b,general,b2b_partner_names,marketing_channel_names,,pending,not_available_yet,Pending source,Source not implemented yet,,Source planned but not implemented yet.,65
Quality - External,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,62
Quality - External,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,63
Quality - Internal,b2b,b2b_show_names,b2b_partner_names,marketing_channel_names,,pending,not_available_yet,Pending source,Source not implemented yet,,Source planned but not implemented yet.,70
Quality - Internal,b2b,general,b2b_partner_names,marketing_channel_names,,pending,not_available_yet,Pending source,Source not implemented yet,,Source planned but not implemented yet.,71
Quality - Internal,b2c_moscow,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,ERP API,ERP protocol/survey layer by show from operational quality endpoints and mapped legacy quality logic,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,66
Quality - Internal,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,67
Quality - Internal,b2c_spb,b2c_show_names,b2c_partner_names,marketing_channel_names,week,primary,erp,ERP API,ERP protocol/survey layer by show from operational quality endpoints and mapped legacy quality logic,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,,68
Quality - Internal,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,69
Relocation costs,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,23
Retained earnings,general,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,74
Returns amount - non-theater fault,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_36
Returns amount - non-theater fault,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_30
Returns amount - theater fault,b2c_moscow,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_moscow_35
Returns amount - theater fault,b2c_spb,general,general,general,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,live_add_metric_spb_29
Revenue,b2b,general,general,general,month,primary,airtable,Airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Revenue,b2b,general,general,general,month,primary,planfact,PlanFact reference layer,Imported from monthly PlanFact P&L report workbook by row label and month,/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,refined_2026_05_01
Revenue,b2c_moscow,b2c_show_names,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Revenue,b2c_moscow,b2c_show_names,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Revenue,b2c_moscow,general,b2c_partner_names,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Revenue,b2c_moscow,general,b2c_partner_names,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Revenue,b2c_moscow,general,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,,yandex_tickets_fact_layer_decision_2026_05_02
Revenue,b2c_moscow,general,general,general,week,reference,aggregate,Derived aggregate layer,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/docs/fact_layer_source_access.md,,refined_2026_05_01
Revenue,b2c_moscow,general,general,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Revenue,b2c_moscow,general,general,marketing_channel_names,week,primary,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Revenue,b2c_spb,b2c_show_names,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Revenue,b2c_spb,b2c_show_names,general,general,week,secondary,erp,ERP API,POST /tickets/by-sell; positive totals only; joined to shows/get where needed; used as secondary ticket-sales reference,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Reference/fallback only after Yandex Tickets ticket-sales decision.,refined_2026_05_01
Revenue,b2c_spb,general,b2c_partner_names,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
Revenue,b2c_spb,general,b2c_partner_names,general,week,reference,manual_table,Legacy weekly Google Sheets / fact_metrics,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/import_live_weekly_manual_to_fact.py,,refined_2026_05_01
Revenue,b2c_spb,general,general,general,week,primary,yandex_tickets,Yandex Tickets API,"crm.order.list, sold-only: exclude status=0 and is_returned=1; aggregate by order/event/agent; event_id -> crm.report.event",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Architectural primary source for SPB ticket sales; operational hookup still needs final cabinet rollout.,yandex_tickets_fact_layer_decision_2026_05_02
