metric_key,metric_name,business_unit,show_scope,partner_scope,channel_scope,frequency,source_role,source_system,how_counted,reference_doc,status_note,source_row_ref
operating_profit,Operating profit,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_30
operating_profit,Operating profit,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_50
operating_profit,Operating profit,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_44
operating_profit,Operating profit,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_21
operating_profit,Operating profit,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_24
operating_profit,Operating profit,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_59
other_expenses,Other expenses,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_35
other_expenses,Other expenses,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_55
other_expenses,Other expenses,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_49
other_expenses,Other expenses,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_24
other_expenses,Other expenses,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_28
other_expenses,Other expenses,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_64
other_income,Other income,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_32
other_income,Other income,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_52
other_income,Other income,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_46
other_income,Other income,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_23
other_income,Other income,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_26
other_income,Other income,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_61
other_income_deposit_interest,Other income - Deposit interest,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_34
other_income_deposit_interest,Other income - Deposit interest,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_54
other_income_deposit_interest,Other income - Deposit interest,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_48
other_income_deposit_interest,Other income - Deposit interest,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_27
other_income_deposit_interest,Other income - Deposit interest,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_63
other_income_purchase_returns,Other income - Purchase returns,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_33
other_income_purchase_returns,Other income - Purchase returns,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_53
other_income_purchase_returns,Other income - Purchase returns,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_47
other_income_purchase_returns,Other income - Purchase returns,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_62
quality_external,Quality - External,b2b,b2b_show_names,b2b_partner_names,marketing_channel_names,,pending,not_available_yet,Source not implemented yet,,Source planned but not implemented yet.,64
quality_external,Quality - External,b2b,general,b2b_partner_names,marketing_channel_names,,pending,not_available_yet,Source not implemented yet,,Source planned but not implemented yet.,65
quality_external,Quality - External,b2c_moscow,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,62
quality_external,Quality - External,b2c_spb,general,b2c_partner_names,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,63
relocation_costs,Relocation costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_12
relocation_costs,Relocation costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_17
retained_earnings,Retained earnings,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_48
retained_earnings,Retained earnings,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_68
retained_earnings,Retained earnings,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_62
retained_earnings,Retained earnings,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_37
retained_earnings,Retained earnings,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_41
retained_earnings,Retained earnings,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_77
returns_amount,Returns amount,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_25
returns_amount,Returns amount,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_19
returns_amount,Returns amount,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_32
returns_amount_non_theater_fault,Returns amount - non-theater fault,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_36
returns_amount_non_theater_fault,Returns amount - non-theater fault,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_30
returns_amount_theater_fault,Returns amount - theater fault,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_35
returns_amount_theater_fault,Returns amount - theater fault,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_29
revenue_show_date,Revenue - Show date,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; joined to shows/get in the same week so revenue follows show/seance date rather than ticket sell date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active weekly ERP metric for performed-show revenue.,revenue_show_date_weekly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_moscow,b2c_show_names,general,general,month,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; joined to shows/get in the same month so revenue follows show/seance date rather than ticket sell date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active monthly ERP metric for performed-show revenue.,revenue_show_date_monthly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_moscow,general,general,general,week,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; aggregate to business-unit weekly total by seance date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active weekly ERP metric for performed-show revenue.,revenue_show_date_weekly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_moscow,general,general,general,month,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; aggregate to business-unit monthly total by seance date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active monthly ERP metric for performed-show revenue.,revenue_show_date_monthly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; joined to shows/get in the same week so revenue follows show/seance date rather than ticket sell date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active weekly ERP metric for performed-show revenue.,revenue_show_date_weekly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_spb,b2c_show_names,general,general,month,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; joined to shows/get in the same month so revenue follows show/seance date rather than ticket sell date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active monthly ERP metric for performed-show revenue.,revenue_show_date_monthly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_spb,general,general,general,week,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; aggregate to business-unit weekly total by seance date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active weekly ERP metric for performed-show revenue.,revenue_show_date_weekly_primary_2026_06_05
revenue_show_date,Revenue - Show date,b2c_spb,general,general,general,month,primary,erp,POST /tickets/by-seance; keep rows with DeletedAt is null and total>0; aggregate to business-unit monthly total by seance date,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,Active monthly ERP metric for performed-show revenue.,revenue_show_date_monthly_primary_2026_06_05
revenue,Revenue,b2b,general,general,general,month,primary,airtable,Operational Airtable source; aggregate project-level rows into metric scope,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
revenue,Revenue,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_7
revenue,Revenue,b2c_moscow,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed for show scope,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
revenue,Revenue,b2c_moscow,b2c_show_names,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get and aggregated by show+partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_show_partner_primary_2026_05_31
revenue,Revenue,b2c_moscow,b2c_show_names,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
revenue,Revenue,b2c_moscow,general,b2c_partner_names,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
revenue,Revenue,b2c_moscow,general,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; aggregate by agent/partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
revenue,Revenue,b2c_moscow,general,b2c_partner_names,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
revenue,Revenue,b2c_moscow,general,general,general,week,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
revenue,Revenue,b2c_moscow,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
revenue,Revenue,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_7
revenue,Revenue,b2c_moscow,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
revenue,Revenue,b2c_moscow,general,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
revenue,Revenue,b2c_moscow,general,general,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
revenue,Revenue,b2c_spb,b2c_show_names,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get where needed for show scope,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
revenue,Revenue,b2c_spb,b2c_show_names,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; joined to shows/get and aggregated by show+partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_show_partner_primary_2026_05_31
revenue,Revenue,b2c_spb,b2c_show_names,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
revenue,Revenue,b2c_spb,general,b2c_partner_names,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
revenue,Revenue,b2c_spb,general,b2c_partner_names,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0; aggregate by agent/partner mapping,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
revenue,Revenue,b2c_spb,general,b2c_partner_names,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
revenue,Revenue,b2c_spb,general,general,general,week,reference,aggregate,Derived aggregate layer built on top of more atomic facts; use only as reference unless no direct source exists,/Users/Peter/Documents/Morpheus Metrics/fact/source_access.md,,refined_2026_05_01
revenue,Revenue,b2c_spb,general,general,general,week,reference,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
revenue,Revenue,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_7
revenue,Revenue,b2c_spb,general,general,general,week,primary,erp,POST /tickets/by-sell; keep rows with status!=0 and total>0,/Users/Peter/Documents/Morpheus Metrics/docs/erp_weekly_fact_ingestion.md,Active weekly source for ticket sales after ERP status clarification.,erp_ticket_sales_primary_2026_05_30
revenue,Revenue,b2c_spb,general,general,general,week,reference,yandex_tickets,"crm.order.list reference only; sold-only means exclude status=0 and is_returned=1",/Users/Peter/Documents/Morpheus Metrics/docs/yandex_tickets_fact_layer_decision.md,Deprecated as active weekly ingestion source; keep only for optional reconciliation.,yandex_tickets_reference_2026_05_30
revenue,Revenue,b2c_spb,general,general,marketing_channel_names,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,refined_2026_05_01
revenue,Revenue,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_7
revenue,Revenue,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_7
revenue,Revenue,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_6
services_and_setup_costs,Services and setup costs,b2b,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,B2B.xlsx:row_28
services_and_setup_costs,Services and setup costs,b2c_moscow,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (6).xlsx:row_47
services_and_setup_costs,Services and setup costs,b2c_spb,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (8).xlsx:row_40
services_and_setup_costs,Services and setup costs,franchise,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (9).xlsx:row_20
services_and_setup_costs,Services and setup costs,general,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (7).xlsx:row_20
services_and_setup_costs,Services and setup costs,total,general,general,general,month,primary,planfact,"Imported from monthly PlanFact P&L report workbook by row label, business unit, and month",/Users/Peter/Documents/Morpheus Metrics/docs/planfact_monthly_pnl_fact_ingestion.md,,Отчет о прибылях и убытках по периоду (5).xlsx:row_55
share_of_negative_reviews_from_visitors,Share of negative reviews from visitors,b2c_moscow,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_moscow_104
share_of_negative_reviews_from_visitors,Share of negative reviews from visitors,b2c_spb,general,general,general,week,primary,manual_table,Parsed from live weekly Google Sheets via fact_metrics and import_live_weekly_manual_to_fact.py with v3 ingestion plans,/Users/Peter/Documents/Morpheus Metrics/scripts/importers/weekly/import_live_weekly_manual_to_fact.py,Mandatory full numeric reference layer: ingest all numeric values from manual tables even when the primary source for the metric is another system.,live_add_metric_spb_61
